id;color;name;brand;description;image;Estilo;Graduación;Fermentación;IBU;Lúpulos;European Brewing Convention (EBC);Maltas;Temperatura de consumo;Grano;Población;Provincia;Comunidad Autónoma;País
390;negra;Lluna Negra;Cerveses Lluna;"
Es una cerveza de otoño, estacional.
Lluna negra, como su nombre indica, resulta ser una cerveza oscura ecológica de alta fermentación de cuerpo ligero y espuma cremosa. Su aroma es afrutado con notas de malta tostada y caramelo. Ha sido elaborada con una amplia gama de maltas de cebada y lúpulos ingleses.
Apropiada para degustar en las cortas tardes de otoño.
";https://static3.soloartesanas.es/764-large_default/lluna-negra.jpg; Imperial Stout;5.5;Ale;33.0;;;;;Cebada;Agullent;Valencia;Valencia;España
391;negra;Artesana nº 9;Cerveza Galana;"
La cerveza artesana nº9 de Galana es una cerveza opaca y brillante. Su color es igual que el del granizado de café, casi negra.
Resulta una cerveza con sabores a chocolate amargo de gran pureza, cuerpo pleno, paladar sedoso y envolvente. Es cremosa, intensa y muy voluptuosa. El final es sorprendente, reaparecen notas ahumadas y licorosas, muy largo. Una cerveza para conocedores los buenos amantes de la cerveza artesana.
";https://static2.soloartesanas.es/726-large_default/artesana-n-9.jpg; Ale;4.5;Ale;999.0;;;;;Cebada;La Yesa;Valencia;Valencia;España
392;negra;Ol'Black;Tastet;"
Tastet Beer elabora cervezas con mayúsculas. Y como ejemplo de ello tienes aquí la cerveza Ol'Black. Es una artesana negra de estilo Dry Stout. Dispone de un color negro intenso y una espuma cremosa tostada.
Destacan los aromas a café y chocolate; un sabor tostado que se mezcla con un amargor moderado.
¡Qué la disfrutes!
";https://static2.soloartesanas.es/708-large_default/ol-black.jpg; Dry Stout;5.0;Ale;999.0;;;;10ºC;Cebada;Barcelona;Barcelona;Cataluña;España
393;negra;Kettal Yunque;Kettal;"
La cerveza artesana Kettal Yunque es la cerveza de las cervezas Porter.
Es una cerveza negra, oscura y...misteriosa. Sabores intensos, aromas genuinos y una experiencia perfecta son la carta de presentación de Kettal YUnque.
No dejes pasar la oportunidad de disfrutar de una gran cerveza negra.
";https://static2.soloartesanas.es/680-large_default/kettal-yunque.jpg; Porter;4.8;Ale;999.0;Fuggles;;Maris Otter, Cristal, Pale Chocolate;;Cebada;Los Barrios;Cádiz;Andalucía;España
394;negra;La Virgen Negra;Cerveza La Virgen;"
La Virgen hace cervezas con mayúsculas, como esta cerveza artesana La Virgen Negra.
Es su cerveza negra, elaborada con maltas de avena. Es una cerveza de estilo oatmeal stout, que ofrece sabores cremosos a café y cacao. Su color es negro oscuro y posee una espuma densa.
Es la cerveza perfecta para desayunar, merendar, cenar.
Es la caña, la caña perfecta, fresca, sin filtrar y sin pasteurizar.
Es una cerveza de temporada, desde Octubre... hasta que salga el sol.
";https://static1.soloartesanas.es/2810-large_default/la-virgen-negra.jpg; Oatmeal Stout;6.5;Ale;999.0;;;;;Avena;Las Rozas;Madrid;Madrid;España
395;negra;Bizarra Black IPA;Bizarra;"
Bizarra Black es una cerveza artesana de estilo IPA elaborada por Cerveza Bizarra en Salamanca.
Es una cerveza de color negro con reflejos granates, y cuya espuma es cremosa. Destacana aromas torrefactos en un fondo licoroso dando. En boca es resinosa y con un cierto amargor moderado.
Es la cerveza perfecta para maridar con carnes ahumadas, a la parrilla o a la barbacoa. Tambien con quesos secos o azules y frutas deshidratadas muy dulces para contrastar el torrefacto.
";https://static3.soloartesanas.es/2813-large_default/cerveza-bizarra-black.jpg; India Pale Ale;7.5;Ale;60.0;;;;7-10 ºC;Cebada;Salamanca;Salamanca;Castilla y León;España
396;negra;Cerveza JK Nit;JK;"
La cerveza artesana JK Nit de Cervese JK es una cerveza negra diferente.
Esta elabora con maltas de trigo y distintos tipo de maltas de cebada, además de copos de trigo y cebada tostada como adjuntos. Se han empleado maltas base (Pilsner, Munich y Trigo) y copos de avena y trigo provenientes de cultivos ecológicos, mientras que las maltas tostadas (Chocolate, Carafa III), el lúpulo Challenger y el cebada tostado por el momento no son ecológicos.
El resultado es que la malta de trigo da un sabor peculiar a esta cerveza artesana de estilo stout.
¡Una cerveza negra stout todoterreno!
";https://static2.soloartesanas.es/525-large_default/cerveza-jk-nit.jpg; Stout;5.5;Ale;45.0;;;;;Trigo;Poblenou;Barcelona;Cataluña;España
398;negra;Bleder Cova de Drac;Fortiverd;"
Es una cerveza artesana imperial...stout.
Bleder Cova de Drac destaca por ofrecerte aromas tan genuinos como los del curry, canela y pimienta. Su coor es marrón, oscuro y con una espuma de color beige claro.
En el paladar destaca su cuerpo, las notas de café y la levadura.
¡Es una cerveza muy mediterránea!
 
";https://static3.soloartesanas.es/439-large_default/bleder-cova-de-drac.jpg; Imperial Stout;8.0;Ale;999.0;;;;;Cebada;Rubí;Barcelona;Cataluña;España
399;negra;Etiqueta Negra;Senador Volstead;"
Un personaje histórico para una cerveza artesana negra que será histórica.
La Cerveza Artesana Etiqueta Negra de Senador Volstead es una cerveza negra, de estilo Ale, aromática e intensa, y muy refrescante. Predomina el sabor a cereal con una burbuja fina y una carbonatación equilibrada.
En Senador Volstead te invitan a que en el primer trago te llenes la boca, así la preparas perfectamente para los siguientes, los cuales deben ser tragos cortos y cada poco tiempo.
Ideal para tomarla en aperitivos.
¿Haces historia?
";https://static2.soloartesanas.es/432-large_default/etiqueta-negra.jpg; Ale;6.0;Ale;999.0;;;;4-7 ªC;Cebada;Torrelodones;Madrid;Madrid;España
400;negra;Cueva de Salamanca;Cerveza Helmántica;"
La cerveza artesana Cueva de Salamanca es la cerveza negra que elabora Cerveza Helmántica. Es una Sweet Stout que recuerda al café cuando la estás degustando.
Si hablamos del aroma debemos mencionar que se disponen notables notas de torrefacto, chocolate y regaliz. Es decir, es una cerveza artesana con mucho cuerpo y poco alcohol. Perfecta para tomar con calma y disfrutar del tiempo.
";https://static1.soloartesanas.es/372-large_default/cueva-de-salamanca.jpg; Sweet Stout;4.0;Ale;999.0;;;;;Cebada;Salamanca;Salamanca;Castilla y León;España
401;negra;Palau Porter;Cervesa Palau;"
La cerveza artesana Palau Porter se elabora en Terrassa, localidad dónde tiene la cervecería artesana Cervesa Palau. Esta cerveza es del estilo que le da nombre, Porter. Para su elaboración se usan varias maltas (Pale ale, Munich, Caramel, Xocolata, Aromàtic y Black) siendo el resultado una aromática cerveza negra.
¿Quieres probar una gran cerveza negra?
";https://static1.soloartesanas.es/344-large_default/palau-porter.jpg; Porter;5.4;Ale;30.0;Fuggles;85;Pale ale, Munich, Caramel, Xocolata, Aromàtic y Black;8-10 ºC;Cebada;Terrassa;Barcelona;Cataluña;España
402;negra;Burro de Sancho Negra;Sagra;"
La cerveza artesana burro de Sancho Negra que elabora Sagra tiene como objetivo crear una cerveza artesanal ligera de estilo porter. En su aroma y su sabor prevalecen el chocolate y el café.
Para ello acuden a una fermentación Ale, elaborando una Porter Ale en la que destaca un amargor refrescante y floral.
Es la cerveza artesana perfecta para maridar carnes tipo caza, legumbresy guisos.
";https://static1.soloartesanas.es/3226-large_default/burro-de-sancho-negra.jpg; Porter Ale;5.0;Ale;999.0;;;;4-6 ºC;Cebada;Yuncos;Toledo;Castilla-La Mancha;España
403;negra;Sagra Bohío;Sagra;"

La cerveza artesana Sagra Bohío es el resultado del buen hacer de los maestros cerveceros de Cerveza Sagra y Pepe Rodríguez, jefe de cocina del Restaurante El Bohío de Illescas.
 
Es la primera cerveza artesana negra que está elaborada especialmente con el objetivo de maridar perfectamente a cualquier plato.
Es una cerveza de estilo Strong Ale, bien balanceada, de color y aroma a chocolate, con notas a caramelo, café y manzana. Los sabores son tostados y el final tiene amargor floral.

";https://static2.soloartesanas.es/3231-large_default/sagra-bohio.jpg; Strong Ale;10.4;Ale;999.0;;;;6-8 ºC;Cebada;Yuncos;Toledo;Castilla-La Mancha;España
404;negra;Skadi;Lest;"
Skadi es un cerveza artesana que elabora Cerveza Lest en Colmenar Viejo. Es una cerveza negra, de estilo Sweet Stout elaborada con grano de cebada.
Su nombre se debe a la mitología nórdica, dónde Skadi era la diosa del invierno y cazadora con arco.
Es una cerveza perfecta para acompañar aquellas comidas que se basen en dulces, como postres y chocolates.
";https://static1.soloartesanas.es/190-large_default/skadi.jpg; Sweet Stout;6.5;Ale;64.0;Chinook, Spalter Select;21;;12-14 ºC;Cebada;Colmenar Viejo;Madrid;Madrid;España
405;negra;Juliett;L'anjub;"
L'anjub elabora de forma artesanal la cerveza Juliett. Es una Extra Stout de 6.2% de graduación alcohólica. Esta cerveza negra va a superar todas tus expectatvas.
Flix es la localidad en la que está la se de le cervecería, y es aquí donde los maestros artesanos de L'Anjub ponen todo su trabajo en hacer lo que más te gusta: beber una buena cerveza. ¿No? Entonces tienes que probar la cerveza Juliett.
";https://static2.soloartesanas.es/2742-large_default/juliett.jpg; Extra Stout;999.0;Ale;92.0;;;;;Cebada;Flix;Tarragona;Cataluña;España
406;negra;TAM Couvee;Hort del barret;"
La cerveza artesana TAM Couvee de Hort del Barret es una Aged Scottish Ale, negra, intensa, aromática, genuina, especial,... Cualquier adjetivo se queda corto. Sólo la práctica, beberla, te dejará satisfecho, aunque... querrás otra muy pronto, te lo aseguramos!
Es una cerveza rubia envejecida en barrica. El sabor joven pero con el aroma de la experiencia.
Las maltas Pale Ale, Smoked, Crystal, Xocolat, Trigo, Copos de avena. Los lúpulos Celeia, Saaz. El resultado...
Una fantástica cerveza negra envejecida en barrica.
";https://static1.soloartesanas.es/99-large_default/tam-couvee.jpg; Aged Scottish Ale;6.0;Ale;25.0;Celeia , Saaz;32.4;Pale Ale , Smoked , Crystal , Xocolat , Trigo, Copos de avena.;9-13 ºC;Cebada;Granollers;Barcelona;Cataluña;España
407;negra;TAM;Hort del barret;"
La cerveza artesana TAM es una Scottish Ale, de color negro, elaborada por Hort del Barret en Granollers, Barcelona.
Su sabor es genuino, su aroma persistente. La puedes acompañar, por ejemplo, de unas alitas de pollo asadas. También con cebolla, pimientos, setas y otras verduras fritas o a la plancha.
Es una gran cerveza negra, dispuesta a demostrarte todo su sabor, que es mucho!
";https://static2.soloartesanas.es/91-large_default/tam.jpg; Scottish Ale;5.0;Ale;20.0;Celeia, Saaz;38.6;Pale Ale, Smoked, Crystal, Xocolat, Trigo, Copos de avena;11 ºC;Cebada;Granollers;Barcelona;Cataluña;España
408;negra;Gisberga Selección (6 Porter y 6 Trigo);Gisberga;"
Con este Pack de cervezas artesanas de Gisberga puedes saborear dos fantásticos tipos de cerveza.
Cerveza artesana Gisberga Porter
Cerveza Artesana Gisberga Trigo
Rubia y negra. Trigo y cebada. Ambas de larga fermentación, una es de estilo Weizen-Weissbier, y la otra, como ya va implícito en su nombre, es una Porter.
Ambas van a ser de tu agrado, disfrútalas como se merecen. Y recuerda, están elaboradas con agua del pirineo aragonés. No todos los días se bebe una cerveza de verdad.
";https://static2.soloartesanas.es/58-large_default/gisberga-seleccion-porter-trigo.jpg; Weizen-Weissbier y Porter;4.8;Ale;999.0;;;;;Cebada y trigo;Belver de Cinca;Huesca;Aragón;España
409;negra;Gisberga Porter;Gisberga;"
La cerveza artesana Gisberga Porter es una cerveza negra anómala, en la que abunda la espuma, y dónde el amargo intenso del final combina perfectamente con el sabor dulce de inicio.
Es una cerveza de alta fermentación, Porter, Negra, de estilo Weizen-Weissbier.
Y ten en cuenta que más sana no puede ser, ya que el mosto de trigo se elabora con agua del pirineo.
¡Una gran cerveza artesana negra del pirineo aragonés!
";https://static3.soloartesanas.es/50-large_default/gisberga-porter.jpg; Porter;4.9;Ale;35.0;Golding y Fuggles;;Lager y Munich;8-10 ºC;Cebada;Belver de Cinca;Huesca;Aragón;España
410;blanca;Birra & Blues Red Wheat;Birra & Blues;"
Una refrescante cerveza de trigo elaborada con dos tipos de malta de cebada junto a un 50% de malta de trigo y un lúpulo de origen alemán.
En la cocción se emplea mango para suavizar la aspereza de este tipo de cervezas.
";https://static2.soloartesanas.es/2938-large_default/birra-blues-red-wheat.jpg; Witbier;5.4;Ale;20.0;;12;;;;Massalfassar;Valencia;Valencia;España
411;blanca;Drink Me Alive!;Bronhër;"
Brønhër Lager Ale Brew Blend  es una cerveza que podemos catalogar como americana. Es una Ale/Lager, ya que para su elaboración se unen dos cervezas fermentadas por separado, pero que realizan el proceso de maduración de forma conjunta. Por tanto esta cremosa cerveza se puede definir como de fermentación mixta.
Cuando la pruebes verás todo su potencial. Es una cerveza suave y carácter, muy refrescante, que se disfruta fácil.
";https://static1.soloartesanas.es/1773-large_default/bronher-lager-ale-brew-blend-drink-me-alive.jpg; Cream Ale;5.5;Mixta;14.0;Cascade y Columbus;6;Pilsen, Vienna y Pale Ale;6-8ºC;Cebada;Villajoyosa;Alicante;Valencia;España
412;blanca;Rondadora Blanca;Cerveza La Rondadora;"
Una cerveza artesana de trigo elaborada con cuatro maltas y cuatro lúpulos, de estilo blanche belga, y elaborada en el pirineo aragonés, con agua del pirineo, agua de Cotiella. ¿Alguien da más?
Disfrutarás en al Rondadora Blanca de una cerveza fresca y frutal, refrescante e intensa. Color claro, oro pálido, notas cítricas, herbáceas y dulces, amargor refrescante, carbonatación media, persistencia en boca y trago fácil. Como ves lo tiene todo para disfrutar de una gran rato con una cerveza especial.
Ah, y el envase es medioambientalmente sostenible.
";https://static3.soloartesanas.es/1180-large_default/rondadora-blanca.jpg; Witbier;4.5;Ale;8.0;Cascade, citra, sorachi ace, amarillo;2;Trigo, pilsner, carapils, pale ale;4-6ºC;Cebada y trigo;La Cabezonada;Huesca;Aragón;España
413;blanca;Mustache Blanca de Trigo;Mustache Cervezas;"
Mustache Cervezas elabora su propia cerveza artesana blanca de trigo. Es un cerveza de estilo Weizen-Weissbier muy original, siendo sólo necesario ver su logotipo para darse cuenta de que estás ante una cerveza diferente, peculiar.
Es una cerveza de burbuja fina y espuma blanca y espesa, como consecuencia de la doble fermentación. Una natural y la segunda en botella. 
Perfecta para ser acompañada de platos de pasta, arroz, marisco, carne, queso, sushi o cuscús.
";https://static1.soloartesanas.es/328-large_default/mustache-cervezas.jpg; Weizen-Weissbier;5.85;Ale;20.0;;2;;;Trigo;Madrid;Madrid;Madrid;España
414;blanca;Sagra Blanca de Trigo;Sagra;"
La cerveza artesana Sagra Blanca de Trigo es una cerveza de estilo Belgian White con un sabor 100% de La Sagra.
Es una artesana rubia de alta fermentación con sabor afrutado debido a la incorporación de piel de naranja y semillas de cilantro. Con un cuerpo suave y cremoso, el final es refrescante y floral. Su color pálido y turbio está en relación a las propias cervezas de trigo.
El resultado: Una cerveza contundente, perfecta para maridar carnes ligeras, mariscos, pescados y legumbres.
";https://static2.soloartesanas.es/3229-large_default/sagra-blanca-de-trigo.jpg; Witbier;5.2;Ale;999.0;;;;2-4 ºC;Trigo;Yuncos;Toledo;Castilla-La Mancha;España
